"filename", "language", "XML", "C#", "JSON", "HLSL", "Batch", "Shell Script", "Markdown", "aspnetcorerazor", "JavaScript", "CSS", "Diff", "C++", "YAML", "XSL", "Python", "HTML", "Makefile", "GLSL", "comment", "blank", "total"
"c:\Users\sam\Projects\voxelspace\MonoGame\CHANGELOG.md", "Markdown", 0, 0, 0, 0, 0, 0, 608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 669
"c:\Users\sam\Projects\voxelspace\MonoGame\CODESTYLE.md", "Markdown", 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 229
"c:\Users\sam\Projects\voxelspace\MonoGame\CONTRIBUTING.md", "Markdown", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 80
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 60
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\content\adding_ttf_fonts.md", "Markdown", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 46
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\content\content.md", "Markdown", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\content\custom_effects.md", "Markdown", 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 85
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\content\localization.md", "Markdown", 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 153
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\content\toc.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\content\using_mgcb_editor.md", "Markdown", 0, 0, 0, 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 224
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\getting_started\0_getting_started.md", "Markdown", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 26
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\getting_started\1_setting_up_your_development_environment_macos.md", "Markdown", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 73
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\getting_started\1_setting_up_your_development_environment_ubuntu.md", "Markdown", 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 100
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\getting_started\1_setting_up_your_development_environment_windows.md", "Markdown", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 46
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\getting_started\2_creating_a_new_project_netcore.md", "Markdown", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 32
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\getting_started\2_creating_a_new_project_vs.md", "Markdown", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 26
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\getting_started\2_creating_a_new_project_vsm.md", "Markdown", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 26
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\getting_started\3_understanding_the_code.md", "Markdown", 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 128
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\getting_started\4_adding_content.md", "Markdown", 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 108
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\getting_started\5_adding_basic_code.md", "Markdown", 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 145
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\getting_started\toc.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 1, 23
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\help_and_support.md", "Markdown", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 18
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\migrate_37.md", "Markdown", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 55
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\migrate_xna.md", "Markdown", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 43
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\packaging_games.md", "Markdown", 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 132
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\platforms\0_platforms.md", "Markdown", 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 107
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\platforms\UWP.md", "Markdown", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 44
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\platforms\android.md", "Markdown", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25, 53
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\platforms\toc.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\samples.md", "Markdown", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 37
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\toc.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\tools\mgcb.md", "Markdown", 0, 0, 0, 0, 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 259
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\tools\mgcb_editor.md", "Markdown", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 45
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\tools\mgfxc.md", "Markdown", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 65
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\tools\toc.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\tools\tools.md", "Markdown", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\tutorials.md", "Markdown", 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 66
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\articles\whats_new.md", "Markdown", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 32
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\docfx.json", "JSON", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 1, 97
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\images\mg-logo-white.svg", "XML", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 90
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\index.md", "Markdown", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 35
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\metadata.json", "JSON", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 14
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\theme\material\styles\main.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 223, 0, 0, 0, 0, 0, 0, 0, 0, 9, 46, 278
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\theme\monogame\styles\monogame.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 31
"c:\Users\sam\Projects\voxelspace\MonoGame\Documentation\toc.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\sam\Projects\voxelspace\MonoGame\ISSUE_TEMPLATE.md", "Markdown", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 10, 30
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\AssemblyInfo.cs", "C#", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Audio\AudioContent.cs", "C#", 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 23, 203
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Audio\AudioFileType.cs", "C#", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 5, 33
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Audio\AudioFormat.cs", "C#", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 14, 109
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Audio\AudioHelper.cs", "C#", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 3, 26
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Audio\AudioProfile.cs", "C#", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 14, 82
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Audio\ConversionFormat.cs", "C#", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 9, 53
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Audio\ConversionQuality.cs", "C#", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 4, 28
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Audio\DefaultAudioProfile.cs", "C#", 0, 362, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 44, 452
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Builder\Convertors\StringToColorConverter.cs", "C#", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 58
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Builder\FileHelper.cs", "C#", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 21
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Builder\PathHelper.cs", "C#", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 9, 61
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Builder\PipelineBuildEvent.cs", "C#", 0, 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 53, 303
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Builder\PipelineBuildLogger.cs", "C#", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 32
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Builder\PipelineImporterContext.cs", "C#", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 26
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Builder\PipelineManager.cs", "C#", 0, 652, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 143, 146, 941
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Builder\PipelineProcessorContext.cs", "C#", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 26, 113
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Builder\TypeExtensions.cs", "C#", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 38
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Builder\XmlColor.cs", "C#", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 66
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\ChildCollection.cs", "C#", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 10, 105
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\ContentBuildLogger.cs", "C#", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 15, 128
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\ContentIdentity.cs", "C#", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 9, 71
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\ContentImporter.cs", "C#", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 6, 49
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\ContentImporterAttribute.cs", "C#", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 9, 61
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\ContentImporterContext.cs", "C#", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 7, 42
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\ContentItem.cs", "C#", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 6, 40
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\ContentProcessor.cs", "C#", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 8, 64
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\ContentProcessorAttribute.cs", "C#", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 4, 27
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\ContentProcessorContext.cs", "C#", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 20, 182
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\ContentStats.cs", "C#", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 9, 50
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\ContentStatsCollection.cs", "C#", 0, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 31, 230
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\DdsLoader.cs", "C#", 0, 447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 53, 532
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\EffectImporter.cs", "C#", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 4, 39
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\ExternalReference.cs", "C#", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 7, 67
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\ExternalTool.cs", "C#", 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 29, 199
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\FbxImporter.cs", "C#", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 28
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\FontDescriptionImporter.cs", "C#", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 7, 45
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Graphics\AlphaTestMaterialContent.cs", "C#", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 55
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Graphics\AnimationChannel.cs", "C#", 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 20, 184
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Graphics\AnimationChannelDictionary.cs", "C#", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 20
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Graphics\AnimationContent.cs", "C#", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 6, 52
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Graphics\AnimationContentDictionary.cs", "C#", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 20
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Graphics\AnimationKeyframe.cs", "C#", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 7, 70
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Graphics\AtcBitmapContent.cs", "C#", 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 20, 115
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Graphics\AtcExplicitBitmapContent.cs", "C#", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 6, 49
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Graphics\AtcInterpolatedBitmapContent.cs", "C#", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 6, 49
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Graphics\BasicMaterialContent.cs", "C#", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 60
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Graphics\BitmapContent.cs", "C#", 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 23, 217
"c:\Users\sam\Projects\voxelspace\MonoGame\MonoGame.Framework.Content.Pipeline\Graphics\BoneContent.cs", "C#", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 21
